"tweet_id","text","label"
"1227268648491999234","M&amp;M’s of Self Defense

#firearms #guns #concealedcarry #ccw #alwayscarry #selfdefense

<em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"1230695758766202881","Nobody:

Niggas after my cousin got shot: ""We can send this bitch up. It can go down.""","0"
"1220181242508906504","@USER01 @USER02 @USER03 Good , they should cut all aid , they're not staying there anyway , now let me get this straight,  the US gives money to ppl that are going to steal it knowingly,  what's the end game here ?","0"
"1214219942243028992","No. 1 use of guns:
Put it in your own mouth*

No. 2 use of guns:
Use it on your partner!

@USER01 @USER02 
 #SelfDefense #ComeAndTakeIt
#ArmedCitizen  #HomeDefense  #SecondAmendment  #NRA  #2A
#DontTreadOnMe
#IwillTreadOnMySelf <em>URL01 Removed</em>","0"
"1215039316956549120","#Breaking #BreakingNews ""One person killed and three injured in #Ottawa #Shooting""  <em>URL01 Removed</em>","0"
"1223783080508436480","A few miles No. of Palm Beach, a black man &amp; teen fatally shot, &amp; a woman &amp; child hospital. No arrests yet 

#GunReformNow
#GunControl

FL legislators act now!

Church shooting after funeral in Florida leaves at least 2 dead, including teen boy - NBC News <em>URL01 Removed</em>","0"
"940716144784109568","All too often, those with #mentalhealth experiences are incarcerated, rather than offered the services and support… <em>URL01 Removed</em>","0"
"912303262988107777","Field Taylor might be dead she says but I miss the old Taylor with all my heart","0"
"1231300995143131138","Ari be talking like she responsible for some of them Chicago Murders...","0"
"1214754768058372096","Ultimate Doom
Episode 2 Mission 6
UV-Max
#youtube #doom #doom2 #doom2016 #finaldoom #plutonia #tnt #idsoftware #fps #evilution #teamtnt #ffa #dm #game #shooting #oldgame #johnromero #johncarmack #dos #computer #demonjuice #16bit #hobby #cooperative #multiplay <em>URL01 Removed</em>","0"
"1214571159133417472","so they are releasing new album so does that mean that they’ll drop tour dates in any day and time and it’ll end all of us?? #MAP_OF_THE_SOUL_7 #7isComing <em>URL01 Removed</em>","0"
"1220843411445444608","Villain in a crime show: *gets tazered with two taze guns* 
Villain: *is still coherent during police take down* 
Me: What the hell dude you should be drooling into oblivion. 
#cascritiques #ignoreme","0"
"1229595958620504064","If we are held arrested based on our thoughts only, we will all be in prison or dead by now.  #Alhamdulilah <em>URL01 Removed</em>","0"
"1230223432815652868","Burn some calories and raise money and awareness. Please help even if just sharing #fitness #fundraising #autism #aspergers #help #care #caring #charity #support
<em>URL01 Removed</em>","0"
"1224197435339300865","Shakria makes me hate the way I look and then feel bad about it bc I know she’d be mad that I’m down on myself","0"
"1225016980194955264","I will heal you! @USER01 @USER02 but remember who has the second amendment tool in his hand pointing at you! @USER03","0"
"1222712780626722816","Therz smthng abt @USER01 dat touches ur heart wit his totally unintentional &amp; effortless gestures..Be it @USER02 n  now @USER03 ..n mind u, #Asim is jus being himself.

#KingAsim #AsimRiaz #AsiManshi #asimriazwinninghearts #AsimRiazForTheWin @USER04 #BiggBoss13 <em>URL01 Removed</em>","0"
"1225036096335155207","Because a large part of the GOP doesn’t care about truth. Anyone with a speechwriter can get them to all stand up and get each other off in the audience screaming America and yelling at Democrat’s about the second amendment. <em>URL01 Removed</em>","0"
"1225828547903787008","@USER01 Initially it was an accident and I had no idea what I was doing. I honestly thought it was something way different. I streamed PUBG on my Xbox. Then I few months later I found glitchy and watched his stream and learned what it was all about. I fell in love after that.","0"
"888609728171036672","@USER01 giiiirrrrl I saw the preview for the new season of the walking dead.. It's gonna be crazy!","0"
"1220286166194380800","@USER01 yeah this part always devastates me like everything about it.... and the end where he's like ""minho would never wish to be someone else again"" im all","0"
"1224197730886615045","@USER01 Maybe at 12 or 13. Sad!! My granddaughter will be 7 this month and I always have my Glock on my side. That and she's being raised right. I kept her two days a week until she was 14 months old!","0"
"868614505290485761","It was a great shooting day, thank you nick0097 • • • • #shooting #sunshine #friends… <em>URL01 Removed</em>","0"
"866228060936298498","*pops the glock*","0"
"1228169219172208640","Infringement will never prevail!
#2AShallNotBeInfringed <em>URL01 Removed</em>","0"
"1230799570667495424","The charity you give will be your shade on the day of judgment.
#Help #Charity #Give #People #TUF <em>URL01 Removed</em>","0"
"932655376792776705","This is SO interesting and important -  how design could make social media better for mental health. #Design… <em>URL01 Removed</em>","0"
"946238851311439873","Something worth reading. Much of it can go for us adults too I am sure! 
#mentalhealth #settinglimits #nutrition... <em>URL01 Removed</em>","0"
"1224864206559875073","Seeing so many love island tweets.. I’ve never watched a single episode so I’ve nae clue what folk are talking about.. but if it’s not about murder and crime I’m no interested .","0"
"1220430238557134848","@USER01 @USER02 @USER03 @USER04 @USER05 Using your own logic I arrest a person for a murder. I then learn that this person might have committed further murders. Under your logic I have to fully investigate the other murders before charging the person for the first?","0"
"1223732214925381632","@USER01 Man! Lol I appreciate the thought bro  I also have the Orange  I’ll shoot you an update pic later in a DM. So if you ever come across one I don’t have hit me up! Lol","0"
"1218409537667059713","my video b4 the big #virginia Lobby Day:
<em>URL01 Removed</em>

Virginia Gun Ban: Getting Ready For 2A Lobby Day!
What You Need to Know before Monday!

#Virginia2A #VirginiaRally #VirginiaTyranny #GunControl #guncontrolnow #gunrights #YouTube #SmallYouTuberArmy #lobbyday","0"
