"tweet_id","text","label"
"956925530799996934","Just 1 Left -------&gt; #PawPatrol Toddler Boys Calling All Pups Hooded Sweatshirt and Pants Set Size 3T #ad <em>URL01 Removed</em>","0"
"961624119245553665","“Jesus said to his disciples, ‘Truly I tell you, it will be hard for a rich person to enter the kingdom of heaven.’ <em>URL01 Removed</em>","0"
"691665082988826624","@USER01 here's your honorable mention. Click ""like"" ~&gt;&gt; <em>URL01 Removed</em>","0"
"787553447285395457","Ping Pong Black Belts Making Epic Trick Shots: And you know it's on like ping pong.
The post Ping Pong Black ... <em>URL01 Removed</em>","0"
"996845108136960000","Pura Stainless Drinking Bottles Bundle Prizepack Giveaway @USER02 @USER03
<em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"962133615680344064","LG’s Twin Wash System @USER02 Is Everything You Want in a Laundry System, And More! #ad @USER03 <em>URL01 Removed</em> https…","0"
"1006658137456300032","#AD #GetActiveAtWalmart Enter to #win some awesome #prizes with 3 Super Easy #LowCarb Drinks to maintain your fitness…","0"
"759067964343586819","Budget-Conscious Parents Save Money with @USER01 <em>URL01 Removed</em> via @USER02 (sponsored) #moneysavingtips","0"
"953918911661182977","Happy Winnie The Pooh Day - a very top bear ! Tigger of course is my favourite !","0"
"748357810212179969","@USER01 tweet me when your hosting these giveaways so I can share/rt them. :)","0"
"935569274005057536","These super-cute holiday treats are small in size, but sure to make a BIG impression  #ad <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"924437387983417345","#Win Colorific Build-a-Bot PINK Rabbit #MyWOWgift #HeartThis #STEM #Toys #Giveaway #sponsored <em>URL01 Removed</em> htt…","0"
"973690886700916736","Giveaway! Three Winners! Scribblenauts™ Showdown For Xbox One, PS4, or Switch! You Pick! @USER02 #Scribblenauts https:…","0"
"928395960484548610","@USER01 @USER02 @USER03 Definitely worth going if you can get over!","0"
"696118466294591488","Check out the gorgeous bar @USER01 fueling up before the show! #DaretoLive ad #BlueManLuxor <em>URL01 Removed</em>","0"
"978388550268878849","Incredible show! Don’t miss @USER02 at @USER03 through April 1. #BookOfMormon #SegerstromArts AD <em>URL01 Removed</em>","0"
"931248275604361221","Cheddar, Bacon, and NEW McCormick All-Purpose Seasoning Blends. #LeaveBlandBehind on any budget! AD <em>URL01 Removed</em> ht…","0"
"736652425658957825","Ready to re-live Parenthood?! Check it out on @USER01 starting Mon 8pmEST! #SquadGoals #ad #WelcometoParenthood #THIS <em>URL01 Removed</em>","0"
"917778211878199297","@USER01 Total lack of promotion would be my guess... every channel I  watched there was an ad for the brave on nbc. but didnt see a peep about CW.","0"
"808505517823983616","Unwrap the lowest prices of the season: One Day Only at Sam's Club! On Saturday, December 17th, save four hundred... <em>URL01 Removed</em>","0"
"964648674138652679","The Popcorn Factory Bunny Basket Giveaway!! Ends 3/15 <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"936798202421960704","Video  tutorial by @USER02 showcases how to #winback your customers this holiday season using #MailChimp AD ht…","0"
"689852544789671936","ICYMI Enter our @USER01 #ValentinesDay #Giveaway ! <em>URL01 Removed</em> #workmom","0"
"772351011604209664","Understand how heating/cooling systems work #ThingsMechanicsWishEveryoneKnew #ad- <em>URL01 Removed</em> @USER01 <em>URL02 Removed</em>","0"
"1009198438834212864","Check out @USER02 Smartphones starting at $74.99 – Only @USER03 #ad <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"981690419548426240",".@USER01 first-ever online warehouse sale ends TOMORROW! Don't miss it! <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"871464336522448898","This man was born with a rare blood type - and he used it to save over 2 million kids! <em>URL01 Removed</em>","0"
"795757065084030979","Massive pre-holiday #giveaways list is now posted! <em>URL01 Removed</em> #contests #Sweepstakes","0"
"795380962842595328","My milkweed is going to seed! Save the butterflies! <em>URL01 Removed</em>","0"
"857923946808737792","Week Three of the Click, Color, Capture Photography Challenge: Yellow <em>URL01 Removed</em>","0"
"781287878206816256","#ad Hola everyone! I'm so excited to be chatting with you all today about #DairyEnvy and #NationalCoffeeDay! Coffee is my…","0"
"773751054152458241","Light 'n' easy! 9 slow cooker dinners to save you time this spring <em>URL01 Removed</em>","0"
"998668624922644481","The latest The Sue Atkins Daily! <em>URL01 Removed</em> Thanks to @USER01 @USER02 @USER03 #ad #leadership","0"
"776629131941388288","Trump just tweaked his tax plan. It's still a massive giveaway to the rich <em>URL01 Removed</em> via @USER01","0"
"935594124044103688","Limited Time Savings: hair color &amp; shine you can count on from the #FashionColorExpert. Defies fading up to 9 wks AD <em>URL01 Removed</em>","0"
"856955871162662912","Did you know our city has a smorgasbord of international culinary delights and cultural sites worth sampling and... <em>URL01 Removed</em>","0"
"773830917647466497","AMAZING CONTEST: We’re giving away a 2017 Toyota Sienna to 1 lucky winner! Enter DAILY —&gt; <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"973392826808586240","There are some great savings on frozen and dairy products right now at Publix! It's the perfect time to grab the ingredi…","0"
"905023800458268673","We've got this @USER01 Mirano Changing Bag worth £110 to give away! Simply follow our Instagram page, like this p… <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"930833401866850305","1st @USER02 #KurioGoPlay Twitter Giveaway!
Follow @USER03 &amp; RT to #win Kurio Watch 2.0 worth £79.99
Ends 15/…","0"
"963061726580109312","“Therefore, he is able to save completely those who come to God through him, since he always lives to intercede for them.” Hebrews 7:25 #Faith <em>URL01 Removed</em>","0"
"845459911672709120","We’re building a treehouse inspired by our NEW Elements range. Enter for your chance to getaway &amp; #DiscoverElements: https…","0"
"695691218898956288","Have you heard of 'Anytime Protein'? --- @USER01 Brings Power to Everyday Men and Dads #ad <em>URL01 Removed</em>","0"
"876635085478346752","The next chapter in this saga is going to be epic
» Kratos Explores a New Land in this ‘God of War’ Gameplay Trailer <em>URL01 Removed</em>","0"
"690617976261853184","You've been facebooked @USER01 ~&gt; <em>URL01 Removed</em> #Authors Click here &amp; post your book~&gt; <em>URL02 Removed</em>","0"
"991322284223881216","One more week! Twenty NYC dads will be whisking away someone special for an EPIC date night in Tropical Paradise at @USER01 #buffetmusical #citydads #FinsUp #sponsored <em>URL01 Removed</em>","0"
"913870493433856003","Join us in the battle to save the world TONIGHT on the special premiere of Marvel’s #Inhumans at 8|7c on ABC!: <em>URL01 Removed</em>","0"
"752729841653325825","What It Took To Rescue 26 Refugees From The Middle Of The Sea: Watch In 360: Inside The Mission To Save 26 Re... <em>URL01 Removed</em>","0"
"793047878042263552","Off to Sky News for after 2 discussing ..... Michael Gove of course !... <em>URL01 Removed</em>","0"
"857025391399063552","Q2: Do you enjoy mowing the lawn/doing yard maintenance? #LawnGoals #ad *Pls RT*","0"
"945709493954007040","FRIEND: are you going to watch star wars tonight?

ME: uhh…yeah…of course

[later]

ME: [looking up from telescope poi…","0"
"850021521804447744","Amazon could refund more than $70 million worth of kids' in-app purchases <em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"973740438644387840","Don't worry guys, bananas will save us

<em>URL01 Removed</em>","0"
"806517585651101696","We can't wait to chat about how we inspire our kids (and how they inspire us!) #MelodyBeInspired #LiftYourVoice #ad
<em>URL01 Removed</em> <em>URL02 Removed</em>","0"
"703145807453655042","Want a Great Marriage? Go to Counseling: How marriage counselling can save your marriage before you even know ... <em>URL01 Removed</em>","0"
"748895961817157632","@USER01 Here's your ad from last year ~&gt;&gt; <em>URL01 Removed</em> Pls email us asap! #free","0"
"888480275922997248","The latest From The DaDas Weekly! <em>URL01 Removed</em> Thanks to @USER01 @USER02 @USER03 #ad #visitindiana","0"
"922594235253182465","Daylight Savings Time - how to fall back with ease <em>URL01 Removed</em> #timechange <em>URL02 Removed</em>","0"
"809021247774490624","Review &amp; Huge $600 Giveaway From #BabbleboxxMen @USER01 #ad <em>URL01 Removed</em> via @USER02","0"
"877918079807873025","Personalize your marketing with the automation platform from @USER01 #MailChimp #ad <em>URL01 Removed</em> #BlogHer17","0"
"723592028295057408","Looking For A #RewardingLife ? Earn Rewards For Living A Healthier Lifestyle With The John Ha... <em>URL01 Removed</em> via @USER01","0"
"716264024564862980","Before any purchase, visit @USER01 Coupons to make sure you are paying the lowest price! <em>URL01 Removed</em> … @USER02 ad","0"
"960629204856590338","<em>URL01 Removed</em>    
I am so excited about these new yogurts from @USER02 #ad #TargetBaby #HappyFamilyTarget ht…","0"
