"tweet_id","text","label"
"940968237109522432","The latest The Canadian Dads Daily! <em>URL01 Removed</em> Thanks to @USER01 @USER02 #ad #influencermarketing","1"
"963576265591619584","@USER01 @USER02 @USER03 @USER04 @USER05 @USER06 @USER07 @USER08 @USER09 @USER10 @USER11 @USER12 @USER13 @USER14 @USER15 @USER16 @USER17 @USER18 This is epic Funn","1"
"757158829322895360","@USER01 yes of course :)","1"
"710844357939568640","@USER01 @USER02 @USER03 @USER04 @USER05 @USER06 @USER07 @USER08 of course it is lol","1"
"762792885079019520","All new #giveaways poisted from LA! <em>URL01 Removed</em>","1"
"967873818768367617","@USER01 Have you entered the giveaway? If not, please do! <em>URL01 Removed</em>","1"
"714854634624516096","@USER01 Would you mind DM'ing us with your Rewards email address so we can look into this?","1"
"690969001975873536","20 ways to save £20,000 <em>URL01 Removed</em>","1"
"991412869534224384","Hello @USER01 We'd like to donate another ad space to you. Who should we reach out to?","1"
"871438391950286848","Breakfast sandwiches for #brunchandamovie  yum!!! #AUnitedKingdom #ad <em>URL01 Removed</em>","1"
"986432406948327425","@USER02 @USER03 @USER04 @USER05 @USER06 @USER07 @USER08 @USER09 Of course it was!","1"
"785985611098456064","Family for sale: <em>URL01 Removed</em> <em>URL02 Removed</em>","1"
